"trade_year","from_iso3","to_iso3","sector","trade_value"
2005,"LUX","NLD","Real Estate",704871
2005,"HRV","ZAF","Business Services",238890
2005,"HRV","SVK","Water Transport",7979293.33333333
2005,"HUN","BEL","Communications",4642120
2005,"RUS","LKA","Communications",14610
2005,"KGZ","UZB","Utilities",378564.166666667
2005,"DNK","PRT","Financial Services",1581979
2005,"VEN","ITA","Retail Trade",8257900
2005,"BFA","SRB","Hospitality",6000
2005,"NLD","ITA","Wholesale Trade",103027133.333333
2005,"SWE","NGA","Business Services",12581500
2005,"ISL","FIN","Hospitality",9508382
2005,"EGY","SRB","Other Services",611000
2005,"KGZ","SWE","Retail Trade",174399
2005,"IRL","SGP","Retail Trade",15336100
2005,"DEU","LUX","Other Services",317044375
2005,"AFG","RUS","Business Services",22902.5
2005,"FRA","CHL","Water Transport",78450050
2005,"SWE","NZL","Retail Trade",17410013
2005,"SWE","FRA","Utilities",52889883.3333333
2005,"GBR","IRL","Other Services",4069965000
2005,"NOR","SRB","Retail Trade",118000
2005,"BHS","KGZ","Air Transport",64773.3333333333
2005,"AUS","BGR","Education",120329
2005,"SRB","SYC","Education",1000
2005,"CHN","SGP","Other Services",241690024
2005,"RoW","CAN","Air Transport",13754060.8333333
2005,"LBR","RoW","Utilities",1843166.66666667
2005,"AUT","CZE","Other Services",116015828
2005,"BRN","RoW","Communications",9592580
2005,"IRL","NLD","Air Transport",32081941
2005,"CAN","CHN","Hospitality",323495512
2005,"RUS","LTU","Real Estate",743211
2005,"RUS","PAK","Wholesale Trade",651964.5
2005,"DEU","GRC","Construction",21966014
2005,"RoW","NIC","Wholesale Trade",38983333.3333333
2005,"AUT","EGY","Vehicle Trade",1376316.66666667
2005,"SRB","DZA","Utilities",1833.33333333333
2005,"SRB","EGY","Retail Trade",1588000
2005,"ESP","NLD","Air Transport",293302322.333333
2005,"SVN","POL","Other Services",10046325
2005,"POL","NOR","Construction",13342408
2005,"SRB","CAN","Public Services",162000
2005,"LTU","MLT","Wholesale Trade",9634.16666666667
2005,"RUS","ARE","Wholesale Trade",10625029.3333333
2005,"TUR","GRC","Health",1840332
2005,"GBR","BGR","Business Services",192262788
2005,"RUS","URY","Vehicle Trade",12455.3333333333
2005,"LTU","BEL","Utilities",1376316.66666667
2005,"BEL","POL","Inland Transport",106544998
2005,"KOR","TUR","Public Services",700000
2005,"ETH","RoW","Communications",41248518
2005,"NZL","AUS","Inland Transport",57373346
2005,"CAN","LVA","Utilities",282341.5
2005,"SWE","USA","Real Estate",126965802.5
2005,"RoW","ISL","Water Transport",656627704.166667
2005,"POL","JPN","Retail Trade",7038090
2005,"SVN","LUX","Hospitality",5089227
2005,"SVN","MAR","Transport Services",585131
2005,"BMU","RUS","Public Services",104270
2005,"LVA","TUR","Retail Trade",3388098
2005,"RoW","ALB","Retail Trade",154000000
2005,"DEU","HUN","Construction",76768978
2005,"SVN","ZAF","Wholesale Trade",459689.833333333
2005,"EST","CHN","Business Services",125638
2005,"RoW","DEU","Hospitality",208228847000
2005,"SVK","RoW","Health",10544159
2005,"NOR","PRT","Wholesale Trade",3461436.5
2005,"NLD","HRV","Hospitality",47661060
2005,"DZA","KGZ","Air Transport",79.3333333333333
2005,"CZE","LUX","Vehicle Trade",2438046.66666667
2005,"CYP","CZE","Other Services",15229927
2005,"SVK","BGR","Real Estate",181084
2005,"SRB","LUX","Communications",2098000
2005,"POL","RUS","Financial Services",10418314
2005,"LBN","RUS","Inland Transport",10449.8333333333
2005,"THA","AUT","Water Transport",589850
2005,"RoW","BWA","Real Estate",38760315
2005,"IDN","EST","Air Transport",274476.833333333
2005,"BGR","LTU","Transport Services",1544227
2005,"HUN","CHE","Water Transport",140187.833333333
2005,"POL","ESP","Water Transport",27417801
2005,"CZE","CHL","Financial Services",57805
2005,"GBR","CYP","Vehicle Trade",17973319.3333333
2005,"DEU","POL","Hospitality",4655460727
2005,"RoW","SWE","Hospitality",208685391
2005,"CYP","EGY","Vehicle Trade",606759
2005,"RoW","GRD","Wholesale Trade",8129969.66666667
2005,"RUS","SAU","Inland Transport",228202.666666667
2005,"ESP","EST","Utilities",2007849.33333333
2005,"IRL","NLD","Financial Services",352541548
2005,"PHL","KGZ","Other Services",653
2005,"HRV","RoW","Transport Services",603494410
2005,"HRV","RoW","Utilities",11157799
2005,"POL","MEX","Air Transport",782927
2005,"RoW","ECU","Business Services",260080324.5
2005,"RUS","NAM","Business Services",79539
2005,"BIH","SRB","Vehicle Trade",81333.3333333333
2005,"CAN","ROU","Vehicle Trade",108532.333333333
2005,"KGZ","GAB","Retail Trade",24685
2005,"BHS","KGZ","Financial Services",19
2005,"BGR","VEN","Vehicle Trade",10027.5
2005,"SRB","IND","Utilities",4833.33333333333
2005,"JPN","AUS","Public Services",19845326
2005,"MAR","SVK","Wholesale Trade",71371.8333333333
2005,"MAR","CZE","Transport Services",1970100
2005,"SVK","SWE","Vehicle Trade",826183.166666667
2005,"EST","HRV","Utilities",3735.66666666667
2005,"KOR","PHL","Vehicle Trade",39400000
2005,"AUT","RUS","Hospitality",649785080
2005,"IRL","EST","Utilities",560947.333333333
2005,"CYP","HUN","Retail Trade",56776601
2005,"CHL","SVK","Hospitality",30672
2005,"ROU","ISL","Inland Transport",54266.1666666667
2005,"HKG","FRA","Transport Services",30672200
2005,"ZAF","BEL","Transport Services",5898500
2005,"VEN","POL","Transport Services",587490
2005,"BLZ","RUS","Retail Trade",86288013
2005,"THA","HRV","Retail Trade",3028290
2005,"DNK","PRT","Air Transport",21055089.1666667
2005,"GRC","CHE","Water Transport",11260236.5
2005,"NIU","SRB","Business Services",693000
2005,"CHN","SVK","Business Services",1681071.5
2005,"SRB","BEL","Education",65000
2005,"MEX","LTU","Real Estate",765035.5
2005,"MYS","NLD","Public Services",2216656
2005,"CZE","GRC","Communications",1179700
2005,"SRB","GRC","Vehicle Trade",120333.333333333
2005,"AUT","GRC","Retail Trade",57286232
2005,"AUS","JPN","Transport Services",716078
2005,"LUX","IND","Business Services",412895
2005,"DNK","AUT","Other Services",8345198
2005,"PHL","GRC","Utilities",7223696.33333333
2005,"RoW","WSM","Hospitality",9007000
2005,"EGY","SVN","Construction",10617
2005,"POL","RUS","Air Transport",47345123.8333333
2005,"DNK","ESP","Vehicle Trade",18481966.6666667
2005,"DEU","NLD","Inland Transport",1404565567
2005,"ISR","LUX","Business Services",6474625
2005,"SWE","BRA","Communications",1524172
2005,"ARM","KGZ","Business Services",13042
2005,"ESP","ROU","Wholesale Trade",1520436.66666667
2005,"DZA","KGZ","Financial Services",11
2005,"GRC","BEL","Communications",7125388
2005,"JOR","RoW","Air Transport",78302748.1666667
2005,"CZE","HUN","Communications",19488644
2005,"IDN","NLD","Utilities",9031390
2005,"JPN","BGR","Water Transport",190718.833333333
2005,"URY","RUS","Other Services",438779
2005,"SRB","HUN","Vehicle Trade",71166.6666666667
2005,"AUT","MEX","Hospitality",43648900
2005,"FIN","DNK","Transport Services",158944520
2005,"BRA","DNK","Other Services",15119035
2005,"VAT","SRB","Public Services",305000
2005,"CYP","RUS","Hospitality",576807502
2005,"CZE","CHL","Air Transport",265236.666666667
2005,"SGP","LTU","Vehicle Trade",11662710.8333333
2005,"PHL","HUN","Utilities",69012.5
2005,"AUT","HUN","Retail Trade",337487397
2005,"DNK","TUR","Business Services",35145624
2005,"IRN","NLD","Retail Trade",16554730
2005,"GIB","SRB","Health",90000
2005,"CHN","SVN","Vehicle Trade",159652.666666667
2005,"IRL","ROU","Wholesale Trade",54266.1666666667
2005,"RUS","IRL","Water Transport",19584997.8333333
2005,"NLD","LVA","Business Services",5365275
2005,"SVK","JPN","Public Services",2017288
2005,"RoW","VEN","Wholesale Trade",365666666.666667
2005,"RUS","FIN","Vehicle Trade",68452092.5
2005,"CYP","GRC","Retail Trade",145322524
2005,"COL","RUS","Transport Services",2530
2005,"MLT","USA","Hospitality",11863063
2005,"EGY","GBR","Utilities",55781917.8333333
2005,"CHN","SRB","Communications",556000
2005,"USA","CZE","Public Services",16054538
2005,"NZL","CZE","Vehicle Trade",73731.3333333333
2005,"SVK","MLT","Hospitality",795118
2005,"FRA","KGZ","Inland Transport",128905.666666667
2005,"BEL","NLD","Hospitality",5946844107
2005,"BEL","RoW","Construction",15336100
2005,"CZE","TUR","Utilities",4259306.83333333
2005,"ISR","DNK","Water Transport",31425635.8333333
2005,"LUX","BEL","Hospitality",2916218400
2005,"IND","KGZ","Air Transport",221636.666666667
2005,"JPN","NOR","Utilities",44286134.6666667
2005,"CHE","SVK","Retail Trade",6510765
2005,"SRB","LBN","Wholesale Trade",1000
2005,"SWE","POL","Wholesale Trade",18278468.5
2005,"GRC","RoW","Wholesale Trade",7148982
2005,"BEN","RoW","Water Transport",5419208.33333333
2005,"GBR","HUN","Other Services",397928736.5
2005,"BGR","ROU","Air Transport",14444247.8333333
2005,"KGZ","AUT","Hospitality",125517
2005,"MMR","RoW","Wholesale Trade",19836349
2005,"COM","RoW","Financial Services",32861
2005,"CAN","VEN","Air Transport",2888352.83333333
2005,"GRC","ESP","Hospitality",415171821
2005,"FIN","CZE","Hospitality",20459538
2005,"ITA","TUR","Water Transport",468930750
2005,"SRB","BLR","Air Transport",2166.66666666667
2005,"PRT","ZAF","Hospitality",52402274
2005,"ARG","RoW","Other Services",1141250000
2005,"RoW","KAZ","Public Services",120427500
2005,"MOZ","RoW","Retail Trade",84512418
2005,"BEL","DEU","Vehicle Trade",111285033.333333
2005,"EGY","LTU","Hospitality",6405771
2005,"LTU","CZE","Inland Transport",2899898
2005,"MLT","GRC","Communications",401098
2005,"KGZ","MNG","Public Services",5698
2005,"PRT","LUX","Wholesale Trade",629173.333333333
2005,"ZAF","SVN","Communications",49548
2005,"EST","NLD","Public Services",817532
2005,"ESH","RUS","Wholesale Trade",979.333333333333
2005,"NZL","FRA","Other Services",4128950
2005,"AUT","CHE","Financial Services",21234600
2005,"MEX","GRC","Water Transport",979151
2005,"USA","MEX","Water Transport",647000000
2005,"RUS","LVA","Wholesale Trade",7625187.5
2005,"USA","ROU","Construction",3583929
2005,"POL","DNK","Utilities",27440608.5
2005,"FRA","BEL","Retail Trade",5377072600
2005,"KOR","JPN","Inland Transport",418175337.166667
2005,"MEX","EST","Vehicle Trade",105779.833333333
2005,"KOR","VNM","Other Services",26700000
2005,"TUR","AZE","Utilities",7599666.66666667
2005,"CAN","PAK","Utilities",2338190.33333333
2005,"IND","ISR","Other Services",31500000
2005,"KGZ","RoW","Real Estate",652521
2005,"MEX","ITA","Business Services",12976700
2005,"CZE","CYP","Construction",350371
2005,"BRA","ITA","Construction",7078200
2005,"SVN","ESP","Education",396379
2005,"RoW","ISR","Water Transport",785333333.333333
2005,"SGP","EST","Real Estate",79040
2005,"FJI","AUS","Vehicle Trade",9668235.66666667
2005,"MAR","DNK","Hospitality",34036705
2005,"RoW","LCA","Utilities",12246382.3333333
2005,"IDN","BGR","Wholesale Trade",10027.5
2005,"GBR","KGZ","Utilities",265855.5
2005,"MLT","HUN","Communications",1117176
2005,"HRV","MLT","Communications",2709771
2005,"ITA","PRT","Real Estate",11797000
2005,"THA","LTU","Inland Transport",302200
2005,"MEX","HUN","Water Transport",330709.166666667
2005,"CHL","DNK","Wholesale Trade",11292874.8333333
2005,"SWE","IND","Retail Trade",107393989
2005,"BMU","RoW","Wholesale Trade",8000000
2005,"JPN","THA","Public Services",8431316
2005,"HKG","GBR","Inland Transport",78497238
2005,"ISL","EST","Hospitality",1615010
2005,"SVN","USA","Vehicle Trade",2740246.5
2005,"POL","IRN","Financial Services",293745
2005,"CPV","RoW","Vehicle Trade",17542834.5
2005,"DEU","IRL","Construction",151001600
2005,"IND","DEU","Public Services",18875200
2005,"IDN","KOR","Inland Transport",36900000
2005,"SWE","ZAF","Other Services",40223642
2005,"USA","ESP","Financial Services",100000000
2005,"CZE","USA","Hospitality",611069264
2005,"IND","ROU","Business Services",976791
2005,"BGR","AUT","Communications",11797000
2005,"FRA","SWE","Construction",3304340
2005,"GBR","GRC","Other Services",161099832
2005,"IDN","HRV","Public Services",477779
2005,"CAN","DNK","Inland Transport",19710427.6666667
2005,"KOR","RoW","Air Transport",1063166666.66667
2005,"GRC","SVN","Transport Services",6166292
2005,"TJK","KGZ","Water Transport",308476.833333333
2005,"NLD","CYP","Air Transport",21480960.6666667
2005,"USA","RUS","Water Transport",58309677.3333333
2005,"TUR","SVK","Utilities",616393.333333333
2005,"GTM","RoW","Retail Trade",77600000
2005,"CYP","CHE","Financial Services",81399
2005,"RUS","MYS","Vehicle Trade",725044.166666667
2005,"BGR","KGZ","Business Services",9802
2005,"ROU","CHN","Retail Trade",651194
2005,"DEU","KOR","Utilities",181250000
2005,"RoW","AUT","Retail Trade",625241000
2005,"IDN","SWE","Other Services",22686811.5
2005,"FRA","SVK","Public Services",5256743
2005,"RoW","NLD","Vehicle Trade",2364246207.66667
2005,"RUS","VGB","Communications",7788720
2005,"ROU","ISR","Inland Transport",4777587.66666667
2005,"GBR","ISR","Transport Services",17251932
2005,"SRB","BLR","Financial Services",1000
2005,"CRI","RUS","Vehicle Trade",212.5
2005,"BGR","ARG","Utilities",40306.5
2005,"NLD","SWE","Water Transport",644677146.5
2005,"LTU","AUS","Vehicle Trade",24577.1666666667
2005,"SVK","TUR","Inland Transport",1155319.5
2005,"JPN","ITA","Other Services",135665500
2005,"ITA","RoW","Hospitality",98830547200
2005,"AUT","CHE","Air Transport",6684966.66666667
2005,"FIN","RUS","Other Services",83928079.5
2005,"BRA","RUS","Transport Services",45976
2005,"BGR","NOR","Water Transport",1970689.33333333
2005,"CYP","IRL","Retail Trade",5582340
2005,"EST","LVA","Education",746750
2005,"USA","PRT","Vehicle Trade",24872008.3333333
2005,"URY","DNK","Transport Services",316160
2005,"ROU","USA","Public Services",1302388
2005,"IND","KGZ","Financial Services",36693
2005,"KWT","RUS","Utilities",16.6666666666667
2005,"RUS","MDG","Vehicle Trade",360
2005,"SRB","CYP","Other Services",12738500
2005,"LTU","CHN","Transport Services",60165
2005,"RoW","HRV","Water Transport",6031021.16666667
2005,"RUS","GRC","Water Transport",188305680.166667
2005,"COM","RoW","Air Transport",777719.666666667
2005,"CYP","FRA","Vehicle Trade",10813916.6666667
2005,"ISR","DEU","Retail Trade",161439200
2005,"BGR","ROU","Financial Services",6851698
2005,"IND","GRC","Transport Services",13342407
2005,"HUN","SVN","Transport Services",54786447
2005,"RUS","EST","Vehicle Trade",16510491.3333333
2005,"ZAF","HRV","Business Services",238890
2005,"FRA","NGA","Hospitality",42469200
2005,"SRB","LBY","Inland Transport",6833.33333333333
2005,"CAN","SEN","Public Services",4126218
2005,"RUS","ITA","Business Services",75781208
2005,"USA","ESP","Air Transport",265132783.333333
2005,"NOR","KOR","Water Transport",37783333.3333333
2005,"LUX","NZL","Business Services",117970
2005,"ESP","FIN","Utilities",13678621.5
2005,"DEU","CYP","Communications",6892987
2005,"DMA","SRB","Retail Trade",40000
2005,"RUS","HUN","Water Transport",14966516
2005,"HUN","ESP","Hospitality",214865838
2005,"RoW","AUS","Wholesale Trade",531752962.5
2005,"ISL","SRB","Wholesale Trade",666.666666666667
2005,"HUN","RoW","Wholesale Trade",12229753.3333333
2005,"ROU","DEU","Health",1629166
2005,"NLD","CYP","Financial Services",143924
2005,"IRL","FIN","Utilities",4433705.83333333
2005,"IND","HUN","Transport Services",476598
2005,"KOR","RoW","Financial Services",114500000
2005,"CZE","IRL","Communications",15121395
2005,"SRB","IRL","Vehicle Trade",1000
2005,"GBR","CZE","Retail Trade",198945789
2005,"SWE","EGY","Utilities",190718.166666667
2005,"SWE","SGP","Water Transport",698972.333333333
2005,"BGR","NLD","Wholesale Trade",7230381.33333333
2005,"CHE","NOR","Vehicle Trade",24577.1666666667
2005,"BGR","ESP","Construction",3135642
2005,"AUT","IRL","Retail Trade",294925000
2005,"ESP","SWE","Transport Services",17030150
2005,"IND","NOR","Real Estate",736722.5
2005,"RUS","KNA","Communications",122844
2005,"AUT","FRA","Vehicle Trade",44631983.3333333
2005,"SRB","FIN","Water Transport",166.666666666667
2005,"AZE","TUR","Inland Transport",2909166.66666667
2005,"POL","IRN","Air Transport",342702.5
2005,"KOR","RoW","Other Services",6619550000
2005,"MLT","LUX","Vehicle Trade",157293.333333333
2005,"SRB","FRA","Retail Trade",9918000
2005,"SRB","NZL","Utilities",2833.33333333333
2005,"DNK","SRB","Health",6000
2005,"AGO","RoW","Real Estate",1239821.5
2005,"IRL","SWE","Transport Services",5846594
2005,"NLD","NZL","Inland Transport",28526129.1666667
2005,"ISL","LUX","Hospitality",1415640
2005,"GBR","EST","Construction",217065
2005,"DEU","SWE","Financial Services",96843933
2005,"CYP","HKG","Vehicle Trade",126031.333333333
2005,"IND","GRC","Inland Transport",2972844
2005,"HUN","SVN","Inland Transport",57308056.3333333
2005,"RUS","VGB","Water Transport",504974119
2005,"RoW","POL","Financial Services",60115152
2005,"FRA","IRL","Financial Services",773883200
2005,"LTU","CHN","Inland Transport",3342.5
2005,"DEU","FIN","Other Services",364957890.5
2005,"URY","DNK","Inland Transport",2849172.5
2005,"GBR","USA","Public Services",1631053243
2005,"RoW","AIA","Vehicle Trade",2729626.83333333
2005,"SGP","RUS","Utilities",2354619
2005,"NLD","SWE","Communications",77017894
2005,"GRC","FIN","Education",2265024
2005,"BRA","RUS","Inland Transport",9666
2005,"KOR","BGR","Education",120329
2005,"ZMB","RUS","Utilities",190
2005,"RoW","AGO","Retail Trade",3264649977
2005,"LUX","DNK","Utilities",12743709.5
2005,"FRA","GBR","Education",32779144
2005,"MWI","RoW","Utilities",4984001.33333333
2005,"BGR","NOR","Communications",2774654
2005,"SVK","TUR","Transport Services",1587877
2005,"POL","BEL","Hospitality",326776900
2005,"RUS","BMU","Public Services",70662
2005,"MLT","LVA","Wholesale Trade",282341.5
2005,"BGR","HRV","Retail Trade",22316385
2005,"HKG","SRB","Financial Services",6000
2005,"SRB","DNK","Business Services",3251500
2005,"RoW","NOR","Retail Trade",135510961
2005,"ISR","VUT","Business Services",1500000
2005,"GBR","ISR","Inland Transport",42267470.5
2005,"ROU","ISR","Transport Services",1302388
2005,"RUS","GRC","Communications",4246920
2005,"RoW","HRV","Communications",14825290
2005,"NLD","CZE","Education",429411
2005,"CHL","SWE","Vehicle Trade",4744753.33333333
2005,"TJK","RUS","Wholesale Trade",4993056.66666667
2005,"USA","KGZ","Wholesale Trade",670295
2005,"PRT","BRA","Public Services",117970
2005,"GRC","VEN","Public Services",519068
2005,"CYP","BEL","Air Transport",6775803.33333333
2005,"RUS","BHR","Real Estate",2461
2005,"PRT","ROU","Utilities",1248712.33333333
2005,"FIN","CHN","Hospitality",81257736
2005,"ISR","CZE","Health",20055
2005,"MOZ","RUS","Utilities",203.333333333333
2005,"RoW","BOL","Air Transport",261241666.666667
2005,"VEN","DEU","Vehicle Trade",12976700
2005,"SVN","FIN","Hospitality",8948026
2005,"DNK","ISL","Real Estate",158080
2005,"IRL","SWE","Inland Transport",8769694
2005,"SRB","HKG","Retail Trade",2233000
2005,"JPN","AUT","Utilities",5308650
2005,"RoW","MUS","Construction",10397345
2005,"NOR","KOR","Communications",1300000
2005,"AUT","HKG","Vehicle Trade",15925950
2005,"DEU","CYP","Water Transport",266475355.5
2005,"HKG","AUS","Other Services",49613314.5
2005,"UZB","KGZ","Financial Services",90492
2005,"ZAF","CZE","Utilities",800033.166666667
2005,"RoW","TUR","Financial Services",2055773534
2005,"RUS","HUN","Communications",4279952
2005,"ESP","SWE","Inland Transport",42533494.5
2005,"MAR","BEL","Utilities",1966166.66666667
2005,"SWE","GBR","Utilities",39679799.3333333
2005,"KGZ","NOR","Hospitality",111449
2005,"RUS","CHL","Air Transport",237280.833333333
2005,"SRB","GNQ","Real Estate",3500
2005,"ROU","CZE","Retail Trade",4814356
2005,"FRA","LTU","Business Services",7092945.5
2005,"FIN","LVA","Utilities",2824201.83333333
2005,"RoW","JPN","Construction",711512461
2005,"GBR","DEU","Health",1179700
2005,"CZE","IRL","Water Transport",2549921.83333333
2005,"ISR","URY","Business Services",3000000
2005,"SWE","SGP","Communications",9277161
2005,"MEX","LUX","Vehicle Trade",825790
2005,"IND","HUN","Inland Transport",169680.333333333
2005,"SWE","SVN","Construction",559178
2005,"ISL","POL","Other Services",1173801
2005,"POL","VEN","Other Services",293155.5
2005,"PRT","EST","Wholesale Trade",215885.166666667
2005,"SRB","FIN","Communications",394000
2005,"CZE","FIN","Vehicle Trade",2350355.66666667
2005,"RUS","KNA","Water Transport",23261405.8333333
2005,"AUT","BEL","Air Transport",28116183.3333333
2005,"SWE","AUS","Air Transport",6756141.16666667
2005,"RUS","TUR","Utilities",27762603.6666667
2005,"ISR","DNK","Communications",3482474
2005,"CZE","RoW","Health",248918
2005,"SRB","DOM","Business Services",12500
2005,"EGY","FRA","Utilities",74714333.3333333
2005,"KOR","KGZ","Hospitality",74856
2005,"RoW","PRT","Business Services",2738431711.5
2005,"HKG","SRB","Air Transport",464500
2005,"KOR","JPN","Transport Services",286667
2005,"CRI","ISR","Business Services",500000
2005,"BLR","LTU","Other Services",2403500
2005,"LTU","CZE","Transport Services",2708591
2005,"CYP","BEL","Financial Services",2453775
2005,"BEN","RoW","Communications",5344921
2005,"FIN","ROU","Vehicle Trade",162995.166666667
2005,"LTU","SVK","Wholesale Trade",50923.6666666667
2005,"FRA","ISL","Utilities",2162783.33333333
2005,"ZAF","POL","Real Estate",146872.5
2005,"VEN","BEL","Real Estate",589850
2005,"ITA","TUR","Communications",9437600
2005,"SWE","JPN","Business Services",136022949.5
2005,"IND","AUT","Real Estate",589850
2005,"USA","NLD","Business Services",7805196025
2005,"MLT","EST","Vehicle Trade",108139.166666667
2005,"RoW","SVN","Business Services",47169715.5
2005,"FRA","IRL","Air Transport",387924683.333333
2005,"RoW","POL","Air Transport",36263585
2005,"CHE","AUT","Vehicle Trade",7668050
2005,"ITA","ISR","Air Transport",121312483.333333
2005,"MLT","GRC","Water Transport",15979036.5
2005,"ROU","HUN","Other Services",16764716
2005,"NGA","GRC","Real Estate",5898.5
2005,"CZE","LTU","Real Estate",106173
2005,"KGZ","DMA","Hospitality",765
2005,"DEU","SWE","Air Transport",191254929.5
2005,"ZAF","SVN","Water Transport",50530.3333333333
2005,"IRL","KOR","Other Services",382812650
2005,"SWE","SRB","Other Services",12669000
2005,"EST","DEU","Construction",16515800
2005,"KAZ","SRB","Wholesale Trade",60000
2005,"ITA","HUN","Utilities",13502846.1666667
2005,"SVN","CAN","Other Services",312620
2005,"SRB","POL","Public Services",31000
2005,"MEX","GRC","Communications",353910
2005,"USA","MEX","Communications",290000000
2005,"NOR","NZL","Other Services",1031648
2005,"DEU","URY","Other Services",77860200
2005,"IRL","BRA","Retail Trade",80219600
2005,"SRB","GIB","Business Services",110500
2005,"ESP","KOR","Other Services",28750000
2005,"RUS","BOL","Utilities",6533.33333333333
2005,"BEL","CAN","Inland Transport",9215220.83333333
2005,"ROU","GRC","Other Services",13806028.5
2005,"ITA","THA","Education",12976700
2005,"CAN","DNK","Transport Services",1425078
2005,"RoW","ISR","Communications",438100000
2005,"CZE","URY","Vehicle Trade",8847.83333333333
2005,"GRC","SVN","Inland Transport",4926821
2005,"MLT","HUN","Water Transport",197403.166666667
2005,"ARG","BGR","Education",60165
2005,"MEX","HUN","Communications",304363
2005,"EST","BGR","Retail Trade",1103020
2005,"RoW","SVK","Vehicle Trade",4192260.5
2005,"HRV","MLT","Water Transport",2284292.66666667
2005,"SWE","AUS","Financial Services",8009047
2005,"FRA","CHE","Retail Trade",8257900
2005,"ITA","GRC","Utilities",43367738.1666667
2005,"AUT","BEL","Financial Services",15336100
2005,"RoW","CHL","Utilities",689166666.666667
2005,"MLT","ITA","Business Services",36570700
2005,"ISR","FIN","Business Services",123000000
2005,"HUN","FIN","Education",594569
2005,"UZB","KGZ","Air Transport",671525.333333333
2005,"ROU","LUX","Construction",6515482
2005,"POL","SVN","Health",1180
2005,"ZAF","KGZ","Retail Trade",25446
2005,"RoW","AZE","Vehicle Trade",2284500
2005,"RUS","LUX","Vehicle Trade",2418385
2005,"LUX","CHE","Hospitality",235940
2005,"NGA","ITA","Air Transport",13369933.3333333
2005,"ITA","IND","Vehicle Trade",37947016.6666667
2005,"THA","LTU","Transport Services",158080
2005,"ITA","KGZ","Other Services",1005066
2005,"RoW","BOL","Financial Services",243300000
2005,"POL","NZL","Business Services",734362.5
2005,"BGR","AUT","Water Transport",9330248
2005,"RoW","MLI","Hospitality",81140000
2005,"HUN","VEN","Public Services",47188
2005,"USA","RUS","Communications",122108032
2005,"ROU","KGZ","Utilities",4074.83333333333
2005,"RUS","CHL","Financial Services",11289
2005,"DEU","LTU","Wholesale Trade",18833713.8333333
2005,"TJK","KGZ","Communications",122216
2005,"DEU","CAN","Hospitality",240971147
2005,"PRT","SRB","Hospitality",990000
2005,"NOR","CYP","Utilities",2484841.5
2005,"LTU","ISR","Retail Trade",54266
2005,"MYS","CZE","Business Services",282537.5
2005,"RoW","TUR","Air Transport",4227392229.66667
2005,"THA","BGR","Utilities",351943.833333333
2005,"RoW","IDN","Hospitality",7168527012
2005,"RoW","UGA","Retail Trade",30072746
2005,"AUS","JPN","Inland Transport",165776752.666667
2005,"SRB","VGB","Vehicle Trade",30333.3333333333
2005,"SWE","THA","Financial Services",2414846
2005,"SVN","EST","Hospitality",2276821
2005,"LUX","MEX","Financial Services",11914970
2005,"CAN","TUR","Wholesale Trade",2200649.66666667
2005,"CAN","CZE","Hospitality",74755230
2005,"AUT","CHN","Other Services",43648900
2005,"ITA","AUS","Education",30672200
2005,"KGZ","SCG","Business Services",40
2005,"LUX","LVA","Inland Transport",353910
2005,"POL","NLD","Real Estate",1816738
2005,"ROU","ISL","Transport Services",651194
2005,"HKG","FRA","Inland Transport",51316950
2005,"GBR","ISL","Inland Transport",4025529.66666667
2005,"HKG","BGR","Hospitality",120330
2005,"VEN","POL","Inland Transport",636447.5
2005,"ZAF","BEL","Inland Transport",14549633.3333333
2005,"BEL","CYP","Health",61344
2005,"MYS","DEU","Construction",25953400
2005,"NGA","SRB","Public Services",517000
2005,"MAR","CZE","Inland Transport",2166124.83333333
2005,"CZE","GRC","Water Transport",3747513.66666667
2005,"IDN","LUX","Air Transport",1513948.33333333
2005,"RUS","SAU","Transport Services",4570156
2005,"RoW","SAU","Other Services",10933333
2005,"HRV","RoW","Inland Transport",707931088.666667
2005,"FRA","HUN","Financial Services",15922411
2005,"PRT","FIN","Wholesale Trade",2284685.66666667
2005,"LVA","SRB","Construction",22000
2005,"SRB","EST","Communications",84000
2005,"CZE","EST","Vehicle Trade",917806.666666667
2005,"TJK","RoW","Public Services",87240000
2005,"SGP","DNK","Financial Services",2533995
2005,"SRB","KWT","Wholesale Trade",2666.66666666667
2005,"KGZ","SDN","Other Services",2480
2005,"RoW","MOZ","Education",53794676
2005,"SRB","CHE","Education",6000
2005,"DEU","EST","Other Services",23557429.5
2005,"CZE","ITA","Business Services",68974698
2005,"BRA","CYP","Business Services",92017
2005,"CYP","CHN","Other Services",163389
2005,"SWE","BRA","Water Transport",69434389.1666667
2005,"LUX","RUS","Financial Services",132736318
2005,"COL","RUS","Inland Transport",421.666666666667
2005,"CAN","BRB","Hospitality",14029142
2005,"IRL","ESP","Business Services",1540688200
2005,"LBR","RUS","Retail Trade",259829
2005,"GRC","BEL","Water Transport",309529686
2005,"GBR","FIN","Construction",7833208
2005,"FRA","JPN","Hospitality",1290454955
2005,"FRA","KGZ","Transport Services",1390402
2005,"AUS","RoW","Air Transport",315479775.5
2005,"PRT","BGR","Air Transport",1939229.33333333
2005,"ISR","MYS","Business Services",6000000
2005,"IRN","ITA","Hospitality",145103100
2005,"MYS","EST","Health",1180
